timestamp,name,value,min,max
2016-01-10 04:47:49.491000,pH,8.04,8.1,8.4
2016-01-10 04:47:49.491000,Salinity,1.0316,1.023,1.027
2016-01-10 04:47:49.491000,Temperature,76.1,72,78
2016-01-10 05:57:49.576000,pH,8.01,8.1,8.4
2016-01-10 05:57:49.576000,Salinity,1.0315,1.023,1.027
2016-01-10 05:57:49.576000,Temperature,75.92,72,78
2016-01-10 11:12:50.919000,pH,7.91,8.1,8.4
2016-01-10 11:12:50.919000,Salinity,1.0317,1.023,1.027
2016-01-10 11:12:50.919000,Temperature,77,72,78
2016-01-10 04:42:50.280000,pH,8.05,8.1,8.4
2016-01-10 04:42:50.280000,Salinity,1.0315,1.023,1.027
2016-01-10 04:42:50.280000,Temperature,76.1,72,78
2016-01-10 08:02:50.033000,pH,7.96,8.1,8.4
2016-01-10 08:02:50.033000,Salinity,1.0316,1.023,1.027
2016-01-10 08:02:50.033000,Temperature,76.44,72,78
2016-01-10 08:32:49.984000,pH,7.95,8.1,8.4
2016-01-10 08:32:49.984000,Salinity,1.0315,1.023,1.027
2016-01-10 08:32:49.984000,Temperature,76.55,72,78
2016-01-10 00:36:32.360000,pH,8.13,8.1,8.4
2016-01-10 00:36:32.360000,Salinity,1.0315,1.023,1.027
2016-01-10 00:36:32.360000,Temperature,76.21,72,78
2016-01-10 09:17:50.417000,pH,7.94,8.1,8.4
2016-01-10 09:17:50.417000,Salinity,1.0315,1.023,1.027
2016-01-10 09:17:50.417000,Temperature,76.75,72,78
2016-01-10 01:36:32.548000,pH,8.14,8.1,8.4
2016-01-10 01:36:32.548000,Salinity,1.0315,1.023,1.027
2016-01-10 01:36:32.548000,Temperature,76.21,72,78
2016-01-10 02:57:08.397000,pH,8.09,8.1,8.4
2016-01-10 02:57:08.397000,Salinity,1.0316,1.023,1.027
2016-01-10 02:57:08.397000,Temperature,76.24,72,78
2016-01-10 04:22:50.443000,pH,8.06,8.1,8.4
2016-01-10 04:22:50.443000,Salinity,1.0316,1.023,1.027
2016-01-10 04:22:50.443000,Temperature,76.11,72,78
2016-01-10 08:47:50.237000,pH,7.94,8.1,8.4
2016-01-10 08:47:50.237000,Salinity,1.0316,1.023,1.027
2016-01-10 08:47:50.237000,Temperature,76.66,72,78
2016-01-10 01:57:08.169000,pH,8.15,8.1,8.4
2016-01-10 01:57:08.169000,Salinity,1.0315,1.023,1.027
2016-01-10 01:57:08.169000,Temperature,76.21,72,78
2016-01-10 03:52:09.223000,pH,8.07,8.1,8.4
2016-01-10 03:52:09.223000,Salinity,1.0316,1.023,1.027
2016-01-10 03:52:09.223000,Temperature,76.17,72,78
2016-01-10 05:12:49.616000,pH,8.03,8.1,8.4
2016-01-10 05:12:49.616000,Salinity,1.0315,1.023,1.027
2016-01-10 05:12:49.616000,Temperature,76.01,72,78
2016-01-10 05:37:49.570000,pH,8.02,8.1,8.4
2016-01-10 05:37:49.570000,Salinity,1.0316,1.023,1.027
2016-01-10 05:37:49.570000,Temperature,75.99,72,78
2016-01-10 08:12:49.970000,pH,7.95,8.1,8.4
2016-01-10 08:12:49.970000,Salinity,1.0316,1.023,1.027
2016-01-10 08:12:49.970000,Temperature,76.49,72,78
2016-01-10 09:12:50.149000,pH,7.94,8.1,8.4
2016-01-10 09:12:50.149000,Salinity,1.0315,1.023,1.027
2016-01-10 09:12:50.149000,Temperature,76.74,72,78
2016-01-10 12:07:50.768000,pH,7.9,8.1,8.4
2016-01-10 12:07:50.768000,Salinity,1.0317,1.023,1.027
2016-01-10 12:07:50.768000,Temperature,77,72,78
2016-01-10 02:52:08.550000,pH,8.09,8.1,8.4
2016-01-10 02:52:08.550000,Salinity,1.0316,1.023,1.027
2016-01-10 02:52:08.550000,Temperature,76.26,72,78
2016-01-10 04:07:49.369000,pH,8.07,8.1,8.4
2016-01-10 04:07:49.369000,Salinity,1.0316,1.023,1.027
2016-01-10 04:07:49.369000,Temperature,76.12,72,78
2016-01-10 10:42:50.501000,pH,7.92,8.1,8.4
2016-01-10 10:42:50.501000,Salinity,1.0317,1.023,1.027
2016-01-10 10:42:50.501000,Temperature,76.98,72,78
2016-01-10 05:42:50.024000,pH,8.02,8.1,8.4
2016-01-10 05:42:50.024000,Salinity,1.0316,1.023,1.027
2016-01-10 05:42:50.024000,Temperature,75.97,72,78
2016-01-10 06:27:50.250000,pH,8,8.1,8.4
2016-01-10 06:27:50.250000,Salinity,1.0316,1.023,1.027
2016-01-10 06:27:50.250000,Temperature,75.99,72,78
2016-01-10 10:52:50.625000,pH,7.91,8.1,8.4
2016-01-10 10:52:50.625000,Salinity,1.0317,1.023,1.027
2016-01-10 10:52:50.625000,Temperature,77,72,78
2016-01-10 12:57:50.974000,pH,7.9,8.1,8.4
2016-01-10 12:57:50.974000,Salinity,1.0317,1.023,1.027
2016-01-10 12:57:50.974000,Temperature,76.8,72,78
2016-01-10 03:02:08.467000,pH,8.08,8.1,8.4
2016-01-10 03:02:08.467000,Salinity,1.0316,1.023,1.027
2016-01-10 03:02:08.467000,Temperature,76.21,72,78
2016-01-10 03:42:08.660000,pH,8.07,8.1,8.4
2016-01-10 03:42:08.660000,Salinity,1.0315,1.023,1.027
2016-01-10 03:42:08.660000,Temperature,76.2,72,78
2016-01-10 07:12:49.712000,pH,7.98,8.1,8.4
2016-01-10 07:12:49.712000,Salinity,1.0316,1.023,1.027
2016-01-10 07:12:49.712000,Temperature,76.22,72,78
2016-01-10 07:57:49.863000,pH,7.96,8.1,8.4
2016-01-10 07:57:49.863000,Salinity,1.0316,1.023,1.027
2016-01-10 07:57:49.863000,Temperature,76.45,72,78
2016-01-10 09:52:50.312000,pH,7.93,8.1,8.4
2016-01-10 09:52:50.312000,Salinity,1.0316,1.023,1.027
2016-01-10 09:52:50.312000,Temperature,76.81,72,78
2016-01-10 11:17:50.720000,pH,7.91,8.1,8.4
2016-01-10 11:17:50.720000,Salinity,1.0317,1.023,1.027
2016-01-10 11:17:50.720000,Temperature,77.01,72,78
2016-01-10 12:27:52.383000,pH,7.9,8.1,8.4
2016-01-10 12:27:52.383000,Salinity,1.0317,1.023,1.027
2016-01-10 12:27:52.383000,Temperature,77,72,78
2016-01-10 13:37:51.472000,pH,7.9,8.1,8.4
2016-01-10 09:37:50.223000,pH,7.93,8.1,8.4
2016-01-10 09:37:50.223000,Salinity,1.0317,1.023,1.027
2016-01-10 09:37:50.223000,Temperature,76.82,72,78
2016-01-10 10:27:50.425000,pH,7.92,8.1,8.4
2016-01-10 10:27:50.425000,Salinity,1.0317,1.023,1.027
2016-01-10 10:27:50.425000,Temperature,76.96,72,78
2016-01-10 11:37:50.694000,pH,7.91,8.1,8.4
2016-01-10 11:37:50.694000,Salinity,1.0317,1.023,1.027
2016-01-10 11:37:50.694000,Temperature,77.11,72,78
2016-01-10 12:42:50.894000,pH,7.9,8.1,8.4
2016-01-10 12:42:50.894000,Salinity,1.0317,1.023,1.027
2016-01-10 12:42:50.894000,Temperature,76.89,72,78
2016-01-10 13:17:50.987000,pH,7.9,8.1,8.4
2016-01-10 13:17:50.987000,Salinity,1.0317,1.023,1.027
2016-01-10 13:17:50.987000,Temperature,76.78,72,78
2016-01-10 16:45:06.642000,pH,7.95,8.1,8.4
2016-01-10 16:45:06.642000,Salinity,1.0317,1.023,1.027
2016-01-10 16:45:06.642000,Temperature,76.49,72,78
2016-01-10 07:02:49.705000,pH,7.98,8.1,8.4
2016-01-10 07:02:49.705000,Salinity,1.0316,1.023,1.027
2016-01-10 07:02:49.705000,Temperature,76.15,72,78
2016-01-10 11:07:50.579000,pH,7.91,8.1,8.4
2016-01-10 11:07:50.579000,Salinity,1.0317,1.023,1.027
2016-01-10 11:07:50.579000,Temperature,77.05,72,78
2016-01-10 13:07:51.005000,pH,7.9,8.1,8.4
2016-01-10 13:07:51.005000,Salinity,1.0317,1.023,1.027
2016-01-10 13:07:51.005000,Temperature,76.83,72,78
2016-01-10 09:42:50.244000,pH,7.93,8.1,8.4
2016-01-10 09:42:50.244000,Salinity,1.0316,1.023,1.027
2016-01-10 09:42:50.244000,Temperature,76.78,72,78
2016-01-10 12:52:51.187000,pH,7.9,8.1,8.4
2016-01-10 12:52:51.187000,Salinity,1.0317,1.023,1.027
2016-01-10 12:52:51.187000,Temperature,76.87,72,78
2016-01-10 13:57:51.257000,pH,7.9,8.1,8.4
2016-01-10 13:57:51.257000,Salinity,1.0317,1.023,1.027
2016-01-10 11:57:50.737000,pH,7.9,8.1,8.4
2016-01-10 11:57:50.737000,Salinity,1.0317,1.023,1.027
2016-01-10 11:57:50.737000,Temperature,77.11,72,78
2016-01-10 15:39:33.476000,pH,7.9,8.1,8.4
2016-01-10 15:39:33.476000,Salinity,1.0317,1.023,1.027
2016-01-10 15:39:33.476000,Temperature,76.24,72,78
2016-01-10 16:30:06.833000,pH,7.94,8.1,8.4
2016-01-10 16:30:06.833000,Salinity,1.0317,1.023,1.027
2016-01-10 16:30:06.833000,Temperature,76.49,72,78
2016-01-10 04:28:16.797000,pH,8.06,8.1,8.4
2016-01-10 04:28:16.797000,Salinity,1.0315,1.023,1.027
2016-01-10 04:28:16.797000,Temperature,76.1,72,78
2016-01-10 07:37:49.852000,pH,7.97,8.1,8.4
2016-01-10 07:37:49.852000,Salinity,1.0316,1.023,1.027
2016-01-10 07:37:49.852000,Temperature,76.38,72,78
2016-01-10 08:17:49.933000,pH,7.95,8.1,8.4
2016-01-10 08:17:49.933000,Salinity,1.0316,1.023,1.027
2016-01-10 08:17:49.933000,Temperature,76.54,72,78
2016-01-10 06:22:49.844000,pH,8,8.1,8.4
2016-01-10 06:22:49.844000,Salinity,1.0316,1.023,1.027
2016-01-10 06:22:49.844000,Temperature,75.99,72,78
2016-01-10 09:07:50.107000,pH,7.94,8.1,8.4
2016-01-10 09:07:50.107000,Salinity,1.0315,1.023,1.027
2016-01-10 09:07:50.107000,Temperature,76.78,72,78
2016-01-10 17:50:59.180000,pH,7.99,8.1,8.4
2016-01-10 17:50:59.180000,Salinity,1.0317,1.023,1.027
2016-01-10 17:50:59.180000,Temperature,76.33,72,78
2016-01-10 05:47:49.790000,pH,8.01,8.1,8.4
2016-01-10 05:47:49.790000,Salinity,1.0316,1.023,1.027
2016-01-10 05:47:49.790000,Temperature,75.99,72,78
2016-01-10 06:47:49.906000,pH,7.99,8.1,8.4
2016-01-10 06:47:49.906000,Salinity,1.0316,1.023,1.027
2016-01-10 06:47:49.906000,Temperature,76.1,72,78
2016-01-10 06:57:50.287000,pH,7.98,8.1,8.4
2016-01-10 06:57:50.287000,Salinity,1.0316,1.023,1.027
2016-01-10 06:57:50.287000,Temperature,76.19,72,78
2016-01-10 07:07:49.959000,pH,7.98,8.1,8.4
2016-01-10 07:07:49.959000,Salinity,1.0316,1.023,1.027
2016-01-10 07:07:49.959000,Temperature,76.21,72,78
2016-01-10 05:22:49.936000,pH,8.03,8.1,8.4
2016-01-10 05:22:49.936000,Salinity,1.0316,1.023,1.027
2016-01-10 05:22:49.936000,Temperature,75.99,72,78
2016-01-10 06:12:49.543000,pH,8,8.1,8.4
2016-01-10 06:12:49.543000,Salinity,1.0316,1.023,1.027
2016-01-10 06:12:49.543000,Temperature,75.91,72,78
2016-01-10 09:57:50.362000,pH,7.93,8.1,8.4
2016-01-10 09:57:50.362000,Salinity,1.0316,1.023,1.027
2016-01-10 09:57:50.362000,Temperature,76.85,72,78
2016-01-10 11:42:50.693000,pH,7.91,8.1,8.4
2016-01-10 11:42:50.693000,Salinity,1.0317,1.023,1.027
2016-01-10 11:42:50.693000,Temperature,77.11,72,78
2016-01-10 11:52:50.671000,pH,7.9,8.1,8.4
2016-01-10 11:52:50.671000,Salinity,1.0317,1.023,1.027
2016-01-10 11:52:50.671000,Temperature,77.07,72,78
2016-01-10 12:22:50.815000,pH,7.9,8.1,8.4
2016-01-10 12:22:50.815000,Salinity,1.0317,1.023,1.027
2016-01-10 12:22:50.815000,Temperature,77,72,78
2016-01-10 14:36:41.974000,pH,7.91,8.1,8.4
2016-01-10 14:36:41.974000,Salinity,1.0317,1.023,1.027
2016-01-10 14:36:41.974000,Temperature,76.41,72,78
2016-01-10 09:22:50.572000,pH,7.94,8.1,8.4
2016-01-10 09:22:50.572000,Salinity,1.0316,1.023,1.027
2016-01-10 09:22:50.572000,Temperature,76.78,72,78
2016-01-10 11:27:52.132000,pH,7.91,8.1,8.4
2016-01-10 11:27:52.132000,Salinity,1.0317,1.023,1.027
2016-01-10 11:27:52.132000,Temperature,77.09,72,78
2016-01-10 13:52:51.150000,pH,7.9,8.1,8.4
2016-01-10 13:52:51.150000,Salinity,1.0317,1.023,1.027
2016-01-10 13:52:51.150000,Temperature,76.55,72,78
2016-01-10 16:35:06.196000,pH,7.94,8.1,8.4
2016-01-10 16:35:06.196000,Salinity,1.0317,1.023,1.027
2016-01-10 16:35:06.196000,Temperature,76.48,72,78
2016-01-10 05:17:49.466000,Salinity,1.0315,1.023,1.027
2016-01-10 05:17:49.466000,Temperature,75.99,72,78
2016-01-10 05:52:49.667000,pH,8.01,8.1,8.4
2016-01-10 05:52:49.667000,Salinity,1.0316,1.023,1.027
2016-01-10 05:52:49.667000,Temperature,75.95,72,78
2016-01-10 06:17:49.567000,pH,8,8.1,8.4
2016-01-10 06:17:49.567000,Salinity,1.0315,1.023,1.027
2016-01-10 06:17:49.567000,Temperature,75.99,72,78
2016-01-10 08:07:50.176000,pH,7.95,8.1,8.4
2016-01-10 08:07:50.176000,Salinity,1.0316,1.023,1.027
2016-01-10 08:07:50.176000,Temperature,76.45,72,78
2016-01-10 15:26:42.003000,pH,7.91,8.1,8.4
2016-01-10 15:26:42.003000,Salinity,1.0317,1.023,1.027
2016-01-10 15:26:42.003000,Temperature,76.22,72,78
2016-01-10 07:27:49.846000,pH,7.97,8.1,8.4
2016-01-10 07:27:49.846000,Salinity,1.0316,1.023,1.027
2016-01-10 07:27:49.846000,Temperature,76.33,72,78
2016-01-10 10:17:50.391000,pH,7.92,8.1,8.4
2016-01-10 10:17:50.391000,Salinity,1.0317,1.023,1.027
2016-01-10 10:17:50.391000,Temperature,76.92,72,78
2016-01-10 12:02:51.137000,pH,7.9,8.1,8.4
2016-01-10 12:02:51.137000,Salinity,1.0317,1.023,1.027
2016-01-10 12:02:51.137000,Temperature,77.05,72,78
2016-01-10 14:56:41.993000,pH,7.91,8.1,8.4
2016-01-10 14:56:41.993000,Salinity,1.0317,1.023,1.027
2016-01-10 14:56:41.993000,Temperature,76.35,72,78
2016-01-10 08:27:50.178000,pH,7.95,8.1,8.4
2016-01-10 08:27:50.178000,Salinity,1.0315,1.023,1.027
2016-01-10 08:27:50.178000,Temperature,76.55,72,78
2016-01-10 18:00:59.408000,pH,8,8.1,8.4
2016-01-10 18:00:59.408000,Salinity,1.0317,1.023,1.027
2016-01-10 18:00:59.408000,Temperature,76.44,72,78
2016-01-10 12:32:50.802000,pH,7.9,8.1,8.4
2016-01-10 12:32:50.802000,Salinity,1.0317,1.023,1.027
2016-01-10 12:32:50.802000,Temperature,76.94,72,78
2016-01-10 16:50:06.095000,pH,7.95,8.1,8.4
2016-01-10 16:50:06.095000,Salinity,1.0317,1.023,1.027
2016-01-10 16:50:06.095000,Temperature,76.48,72,78
2016-01-10 06:42:49.665000,pH,7.99,8.1,8.4
2016-01-10 06:42:49.665000,Salinity,1.0316,1.023,1.027
2016-01-10 06:42:49.665000,Temperature,76.09,72,78
2016-01-10 07:32:49.801000,pH,7.97,8.1,8.4
2016-01-10 07:32:49.801000,Salinity,1.0316,1.023,1.027
2016-01-10 07:32:49.801000,Temperature,76.33,72,78
2016-01-10 14:51:42.036000,pH,7.91,8.1,8.4
2016-01-10 14:51:42.036000,Salinity,1.0317,1.023,1.027
2016-01-10 14:51:42.036000,Temperature,76.33,72,78
2016-01-10 15:47:05.156000,pH,7.9,8.1,8.4
2016-01-10 15:47:05.156000,Salinity,1.0317,1.023,1.027
2016-01-10 15:47:05.156000,Temperature,76.26,72,78
2016-01-10 06:32:49.608000,Salinity,1.0316,1.023,1.027
2016-01-10 06:32:49.608000,Temperature,76.02,72,78
2016-01-10 08:42:50.040000,pH,7.95,8.1,8.4
2016-01-10 08:42:50.040000,Salinity,1.0316,1.023,1.027
2016-01-10 08:42:50.040000,Temperature,76.64,72,78
2016-01-10 15:21:42.184000,pH,7.91,8.1,8.4
2016-01-10 15:21:42.184000,Salinity,1.0317,1.023,1.027
2016-01-10 15:21:42.184000,Temperature,76.25,72,78
2016-01-10 07:42:49.899000,pH,7.96,8.1,8.4
2016-01-10 07:42:49.899000,Salinity,1.0315,1.023,1.027
2016-01-10 07:42:49.899000,Temperature,76.39,72,78
2016-01-10 11:02:50.495000,pH,7.91,8.1,8.4
2016-01-10 11:02:50.495000,Salinity,1.0317,1.023,1.027
2016-01-10 11:02:50.495000,Temperature,77.07,72,78
2016-01-10 13:32:51.052000,pH,7.9,8.1,8.4
2016-01-10 13:32:51.052000,Salinity,1.0317,1.023,1.027
2016-01-10 13:32:51.052000,Temperature,76.7,72,78
2016-01-10 07:22:49.820000,pH,7.97,8.1,8.4
2016-01-10 07:22:49.820000,Salinity,1.0316,1.023,1.027
2016-01-10 07:22:49.820000,Temperature,76.33,72,78
2016-01-10 08:57:50.130000,pH,7.94,8.1,8.4
2016-01-10 08:57:50.130000,Salinity,1.0316,1.023,1.027
2016-01-10 08:57:50.130000,Temperature,76.66,72,78
2016-01-10 15:11:42.187000,pH,7.91,8.1,8.4
2016-01-10 15:11:42.187000,Salinity,1.0317,1.023,1.027
2016-01-10 15:11:42.187000,Temperature,76.3,72,78
2016-01-10 17:25:06.605000,pH,7.98,8.1,8.4
2016-01-10 17:25:06.605000,Salinity,1.0317,1.023,1.027
2016-01-10 17:25:06.605000,Temperature,76.41,72,78
2016-01-10 15:16:42.120000,pH,7.91,8.1,8.4
2016-01-10 15:16:42.120000,Salinity,1.0317,1.023,1.027
2016-01-10 15:16:42.120000,Temperature,76.31,72,78
2016-01-10 17:15:06.999000,pH,7.97,8.1,8.4
2016-01-10 17:15:06.999000,Salinity,1.0317,1.023,1.027
2016-01-10 17:15:06.999000,Temperature,76.41,72,78
2016-01-10 10:32:50.436000,pH,7.92,8.1,8.4
2016-01-10 10:32:50.436000,Salinity,1.0316,1.023,1.027
2016-01-10 10:32:50.436000,Temperature,76.99,72,78
2016-01-10 14:17:51.331000,pH,7.9,8.1,8.4
2016-01-10 14:17:51.331000,Salinity,1.0317,1.023,1.027
2016-01-10 14:17:51.331000,Temperature,76.54,72,78
2016-01-10 15:01:42.333000,pH,7.91,8.1,8.4
2016-01-10 15:01:42.333000,Salinity,1.0317,1.023,1.027
2016-01-10 15:01:42.333000,Temperature,76.33,72,78
2016-01-10 13:12:51.064000,pH,7.9,8.1,8.4
2016-01-10 13:12:51.064000,Salinity,1.0317,1.023,1.027
2016-01-10 13:12:51.064000,Temperature,76.79,72,78
2016-01-10 10:47:50.603000,pH,7.91,8.1,8.4
2016-01-10 10:47:50.603000,Salinity,1.0317,1.023,1.027
2016-01-10 10:47:50.603000,Temperature,77,72,78
2016-01-10 13:47:51.092000,pH,7.9,8.1,8.4
2016-01-10 13:47:51.092000,Salinity,1.0317,1.023,1.027
2016-01-10 13:47:51.092000,Temperature,76.63,72,78
2016-01-10 14:31:41.885000,pH,7.9,8.1,8.4
2016-01-10 14:31:41.885000,Salinity,1.0317,1.023,1.027
2016-01-10 14:31:41.885000,Temperature,76.44,72,78
2016-01-10 14:46:41.830000,pH,7.91,8.1,8.4
2016-01-10 14:46:41.830000,Salinity,1.0317,1.023,1.027
2016-01-10 14:46:41.830000,Temperature,76.43,72,78
2016-01-10 17:30:06.965000,pH,7.98,8.1,8.4
2016-01-10 17:30:06.965000,Salinity,1.0317,1.023,1.027
2016-01-10 17:30:06.965000,Temperature,76.43,72,78
2016-01-10 07:52:49.868000,Salinity,1.0316,1.023,1.027
2016-01-10 07:52:49.868000,Temperature,76.44,72,78
2016-01-10 08:37:50.037000,pH,7.95,8.1,8.4
2016-01-10 08:37:50.037000,Salinity,1.0316,1.023,1.027
2016-01-10 08:37:50.037000,Temperature,76.65,72,78
2016-01-10 12:47:51.088000,pH,7.9,8.1,8.4
2016-01-10 12:47:51.088000,Salinity,1.0317,1.023,1.027
2016-01-10 12:47:51.088000,Temperature,76.89,72,78
2016-01-10 12:17:50.867000,pH,7.9,8.1,8.4
2016-01-10 12:17:50.867000,Salinity,1.0317,1.023,1.027
2016-01-10 12:17:50.867000,Temperature,77,72,78
2016-01-10 10:57:50.473000,pH,7.91,8.1,8.4
2016-01-10 10:57:50.473000,Salinity,1.0317,1.023,1.027
2016-01-10 10:57:50.473000,Temperature,77.02,72,78
2016-01-10 12:12:50.809000,pH,7.9,8.1,8.4
2016-01-10 12:12:50.809000,Salinity,1.0317,1.023,1.027
2016-01-10 12:12:50.809000,Temperature,77,72,78
2016-01-10 09:32:50.361000,pH,7.93,8.1,8.4
2016-01-10 09:32:50.361000,Salinity,1.0316,1.023,1.027
2016-01-10 09:32:50.361000,Temperature,76.78,72,78
2016-01-10 10:07:50.343000,pH,7.92,8.1,8.4
2016-01-10 10:07:50.343000,Salinity,1.0317,1.023,1.027
2016-01-10 10:07:50.343000,Temperature,76.89,72,78
2016-01-10 14:02:51.134000,pH,7.9,8.1,8.4
2016-01-10 14:02:51.134000,Salinity,1.0317,1.023,1.027
2016-01-10 14:02:51.134000,Temperature,76.55,72,78
2016-01-10 16:07:05.124000,pH,7.91,8.1,8.4
2016-01-10 16:07:05.124000,Salinity,1.0317,1.023,1.027
2016-01-10 16:07:05.124000,Temperature,76.33,72,78
2016-01-10 16:40:06.175000,pH,7.94,8.1,8.4
2016-01-10 16:40:06.175000,Salinity,1.0317,1.023,1.027
2016-01-10 16:40:06.175000,Temperature,76.45,72,78
2016-01-10 17:00:06.927000,pH,7.95,8.1,8.4
2016-01-10 17:00:06.927000,Salinity,1.0317,1.023,1.027
2016-01-10 17:00:06.927000,Temperature,76.48,72,78
2016-01-10 17:35:06.493000,pH,7.98,8.1,8.4
2016-01-10 17:35:06.493000,Salinity,1.0317,1.023,1.027
2016-01-10 17:35:06.493000,Temperature,76.37,72,78
2016-01-10 11:47:50.647000,pH,7.9,8.1,8.4
2016-01-10 11:47:50.647000,Salinity,1.0317,1.023,1.027
2016-01-10 11:47:50.647000,Temperature,77.11,72,78
2016-01-10 15:52:04.981000,pH,7.91,8.1,8.4
2016-01-10 15:52:04.981000,Salinity,1.0317,1.023,1.027
2016-01-10 15:52:04.981000,Temperature,76.33,72,78
2016-01-10 15:57:05.080000,pH,7.91,8.1,8.4
2016-01-10 15:57:05.080000,Salinity,1.0317,1.023,1.027
2016-01-10 15:57:05.080000,Temperature,76.31,72,78
2016-01-10 09:27:50.316000,pH,7.93,8.1,8.4
2016-01-10 09:27:50.316000,Salinity,1.0316,1.023,1.027
2016-01-10 09:27:50.316000,Temperature,76.75,72,78
2016-01-10 09:47:50.477000,pH,7.93,8.1,8.4
2016-01-10 09:47:50.477000,Salinity,1.0316,1.023,1.027
2016-01-10 09:47:50.477000,Temperature,76.81,72,78
2016-01-10 13:02:51.024000,pH,7.9,8.1,8.4
2016-01-10 13:02:51.024000,Salinity,1.0317,1.023,1.027
2016-01-10 13:02:51.024000,Temperature,76.78,72,78
2016-01-10 17:40:06.439000,pH,7.99,8.1,8.4
2016-01-10 17:40:06.439000,Salinity,1.0317,1.023,1.027
2016-01-10 17:40:06.439000,Temperature,76.4,72,78
2016-01-10 18:20:59.277000,pH,8,8.1,8.4
2016-01-10 18:20:59.277000,Salinity,1.0317,1.023,1.027
2016-01-10 18:20:59.277000,Temperature,76.55,72,78
2016-01-10 13:42:51.134000,pH,7.9,8.1,8.4
2016-01-10 13:42:51.134000,Salinity,1.0317,1.023,1.027
2016-01-10 13:42:51.134000,Temperature,76.66,72,78
2016-01-10 10:02:50.399000,pH,7.92,8.1,8.4
2016-01-10 10:02:50.399000,Salinity,1.0316,1.023,1.027
2016-01-10 10:02:50.399000,Temperature,76.89,72,78
2016-01-10 13:27:51.105000,pH,7.9,8.1,8.4
2016-01-10 13:27:51.105000,Salinity,1.0317,1.023,1.027
2016-01-10 13:27:51.105000,Temperature,76.72,72,78
2016-01-10 10:12:50.416000,pH,7.92,8.1,8.4
2016-01-10 10:12:50.416000,Salinity,1.0317,1.023,1.027
2016-01-10 10:12:50.416000,Temperature,76.89,72,78
2016-01-10 10:37:50.483000,pH,7.92,8.1,8.4
2016-01-10 10:37:50.483000,Salinity,1.0317,1.023,1.027
2016-01-10 10:37:50.483000,Temperature,76.89,72,78
2016-01-10 14:41:41.856000,pH,7.91,8.1,8.4
2016-01-10 14:41:41.856000,Salinity,1.0317,1.023,1.027
2016-01-10 14:41:41.856000,Temperature,76.44,72,78
2016-01-10 11:22:50.583000,pH,7.91,8.1,8.4
2016-01-10 11:22:50.583000,Salinity,1.0317,1.023,1.027
2016-01-10 11:22:50.583000,Temperature,77.07,72,78
2016-01-10 16:12:05.178000,pH,7.91,8.1,8.4
2016-01-10 16:12:05.178000,Salinity,1.0317,1.023,1.027
2016-01-10 16:12:05.178000,Temperature,76.35,72,78
2016-01-10 10:22:51.517000,pH,7.92,8.1,8.4
2016-01-10 10:22:51.517000,Salinity,1.0317,1.023,1.027
2016-01-10 10:22:51.517000,Temperature,76.9,72,78
2016-01-10 11:32:50.647000,pH,7.91,8.1,8.4
2016-01-10 11:32:50.647000,Salinity,1.0316,1.023,1.027
2016-01-10 11:32:50.647000,Temperature,77.11,72,78
2016-01-10 12:37:50.827000,pH,7.9,8.1,8.4
2016-01-10 12:37:50.827000,Salinity,1.0317,1.023,1.027
2016-01-10 12:37:50.827000,Temperature,76.9,72,78
2016-01-10 13:22:51.557000,pH,7.9,8.1,8.4
2016-01-10 13:22:51.557000,Salinity,1.0317,1.023,1.027
2016-01-10 13:22:51.557000,Temperature,76.78,72,78
2016-01-10 14:22:51.485000,pH,7.9,8.1,8.4
2016-01-10 14:22:51.485000,Salinity,1.0317,1.023,1.027
2016-01-10 14:22:51.485000,Temperature,76.44,72,78
2016-01-10 16:17:05.455000,pH,7.91,8.1,8.4
2016-01-10 16:17:05.455000,Salinity,1.0317,1.023,1.027
2016-01-10 16:17:05.455000,Temperature,76.44,72,78
2016-01-10 14:12:51.222000,pH,7.9,8.1,8.4
2016-01-10 14:12:51.222000,Salinity,1.0317,1.023,1.027
2016-01-10 14:12:51.222000,Temperature,76.55,72,78
2016-01-10 13:37:51.472000,Salinity,1.0317,1.023,1.027
2016-01-10 13:37:51.472000,Temperature,76.66,72,78
2016-01-10 13:57:51.257000,Temperature,76.55,72,78
2016-01-10 14:07:51.144000,pH,7.9,8.1,8.4
2016-01-10 14:07:51.144000,Salinity,1.0317,1.023,1.027
2016-01-10 14:07:51.144000,Temperature,76.55,72,78
2016-01-10 16:02:05.220000,pH,7.91,8.1,8.4
2016-01-10 16:02:05.220000,Salinity,1.0317,1.023,1.027
2016-01-10 16:02:05.220000,Temperature,76.33,72,78
2016-01-10 16:55:06.387000,pH,7.95,8.1,8.4
2016-01-10 16:55:06.387000,Salinity,1.0317,1.023,1.027
2016-01-10 16:55:06.387000,Temperature,76.48,72,78
2016-01-10 18:25:59.381000,pH,8,8.1,8.4
2016-01-10 18:25:59.381000,Salinity,1.0317,1.023,1.027
2016-01-10 18:25:59.381000,Temperature,76.55,72,78
2016-01-10 18:30:59.316000,pH,8,8.1,8.4
2016-01-10 18:30:59.316000,Salinity,1.0317,1.023,1.027
2016-01-10 18:30:59.316000,Temperature,76.58,72,78
2016-01-10 15:06:41.903000,pH,7.91,8.1,8.4
2016-01-10 15:06:41.903000,Salinity,1.0317,1.023,1.027
2016-01-10 15:06:41.903000,Temperature,76.33,72,78
