id,readings_string,device_id,timestamp,created_at,updated_at
ddd1788d-a2ff-4a0c-af6e-6d1a5839ef33,"ph:7.85970,ec:55346.96484,tds:29887.36133,pss:36.68900,c:24.56250",30003a001247343330343136,2016-02-18 13:05:11.547000,2016-02-18 13:05:11.590869,2016-02-18 13:05:11.590869
7ceb1971-4006-4516-9b18-fe55e08c53f0,"ph:7.85740,ec:55349.50000,tds:29888.72852,pss:36.69100,c:24.56250",30003a001247343330343136,2016-02-18 13:20:14.589000,2016-02-18 13:20:14.621694,2016-02-18 13:20:14.621694
1a68dffb-e612-4e89-857e-33c010b0f880,"ph:7.84980,ec:55365.84766,tds:29897.55664,pss:36.70000,c:24.50000",30003a001247343330343136,2016-02-18 13:55:21.786000,2016-02-18 13:55:21.826822,2016-02-18 13:55:21.826822
8f6ed87b-ca31-4908-8326-e49bea7289cc,"ph:7.84450,ec:55344.57031,tds:29886.06641,pss:36.68500,c:24.43750",30003a001247343330343136,2016-02-18 14:40:34.546000,2016-02-18 14:40:34.599197,2016-02-18 14:40:34.599197
ce1a0f9d-5f23-4da8-9057-55ea18261f27,"ph:7.84260,ec:55345.23438,tds:29886.42578,pss:36.68500,c:24.37500",30003a001247343330343136,2016-02-18 15:00:35.088000,2016-02-18 15:00:35.142624,2016-02-18 15:00:35.142624
2d9c9b1d-8953-4e8e-b733-487526ced7c6,"ph:7.84190,ec:55113.74219,tds:29761.41992,pss:36.51500,c:24.71875",30003a001247343330343136,2016-02-18 16:50:57.348000,2016-02-18 16:50:57.370838,2016-02-18 16:50:57.370838
61cf3069-348a-4bac-bc2a-0638240c82ce,"ph:7.96880,ec:55290.41016,tds:29856.81836,pss:36.65300,c:25.12500",30003a001247343330343136,2016-02-18 06:59:37.217000,2016-02-18 06:59:37.240885,2016-02-18 06:59:37.240885
7d530d82-7f38-45b9-bc21-bd26cb40ac77,"ph:7.90380,ec:55262.03906,tds:29841.50195,pss:36.63000,c:24.92500",30003a001247343330343136,2016-02-18 09:45:43.451000,2016-02-18 09:45:43.490623,2016-02-18 09:45:43.490623
6ee94fe6-84b0-457e-b3c4-fa310863432b,"ph:7.96480,ec:55263.25000,tds:29842.15430,pss:36.63400,c:25.12500",30003a001247343330343136,2016-02-18 07:04:38.179000,2016-02-18 07:04:38.208850,2016-02-18 07:04:38.208850
b2bce81a-668f-4b97-8a2c-4a085b9aca08,"ph:7.91690,ec:55243.66406,tds:29831.57617,pss:36.61700,c:24.98750",30003a001247343330343136,2016-02-18 08:55:33.233000,2016-02-18 08:55:33.258976,2016-02-18 08:55:33.258976
62f7a7c1-6a17-43d7-89a6-2a6bb0bb8f87,"ph:7.88530,ec:55273.85156,tds:29847.87891,pss:36.63700,c:24.81250",30003a001247343330343136,2016-02-18 10:54:45.119000,2016-02-18 10:54:45.432887,2016-02-18 10:54:45.432887
4dc777db-908c-4bea-867b-6770dde473c4,"ph:7.87690,ec:55285.94531,tds:29854.40820,pss:36.64600,c:24.75000",30003a001247343330343136,2016-02-18 11:29:52.215000,2016-02-18 11:29:52.248352,2016-02-18 11:29:52.248352
adfa5a7d-3521-4950-9cd6-689b9a2a2b86,"ph:7.86790,ec:55296.30469,tds:29860.00195,pss:36.65200,c:24.66250",30003a001247343330343136,2016-02-18 12:20:02.435000,2016-02-18 12:20:02.464618,2016-02-18 12:20:02.464618
619ed3e6-f378-4087-95c7-585db30af817,"ph:7.86400,ec:55309.71094,tds:29867.24219,pss:36.66100,c:24.62500",30003a001247343330343136,2016-02-18 12:35:05.430000,2016-02-18 12:35:05.460249,2016-02-18 12:35:05.460249
cb14cc9f-c611-4166-8e0d-ec0e4dfbc8e8,"ph:7.84810,ec:55370.24219,tds:29899.92969,pss:36.70400,c:24.43750",30003a001247343330343136,2016-02-18 14:25:27.830000,2016-02-18 14:25:27.885028,2016-02-18 14:25:27.885028
52b1fce8-c873-41ca-bb28-bae733711c12,"ph:7.88180,ec:55323.73438,tds:29874.81641,pss:36.67400,c:24.75625",30003a001247343330343136,2016-02-18 11:14:49.211000,2016-02-18 11:14:49.239645,2016-02-18 11:14:49.239645
e100b8bb-9a59-4b75-aba0-b278b4bdd2ec,"ph:7.88070,ec:55292.05469,tds:29857.70703,pss:36.65000,c:24.75000",30003a001247343330343136,2016-02-18 11:24:51.210000,2016-02-18 11:24:51.246207,2016-02-18 11:24:51.246207
0e3992bb-c0b4-443e-907b-3493d5714815,"ph:7.87010,ec:55284.11719,tds:29853.42383,pss:36.64200,c:24.68750",30003a001247343330343136,2016-02-18 12:04:59.528000,2016-02-18 12:04:59.554414,2016-02-18 12:04:59.554414
730a9258-4e20-4693-967e-ce70b3003d91,"ph:7.83780,ec:55405.53516,tds:29918.98828,pss:36.72800,c:24.37500",30003a001247343330343136,2016-02-18 15:15:38.023000,2016-02-18 15:15:38.061315,2016-02-18 15:15:38.061315
426b9b5a-6b36-4c2e-a217-21798ce0742e,"ph:7.89130,ec:55041.17188,tds:29722.23047,pss:36.46400,c:24.87500",30003a001247343330343136,2016-02-18 18:26:16.746000,2016-02-18 18:26:16.770685,2016-02-18 18:26:16.770685
d83c4745-f451-4dbb-bba1-5e1b3775ccfa,"ph:7.84690,ec:55329.35156,tds:29877.84961,pss:36.67400,c:24.43750",30003a001247343330343136,2016-02-18 14:35:29.888000,2016-02-18 14:35:29.919949,2016-02-18 14:35:29.919949
aee60698-320b-470b-8fa0-8ae0db6a7479,"ph:7.84370,ec:55371.85156,tds:29900.80078,pss:36.70500,c:24.40000",30003a001247343330343136,2016-02-18 14:50:32.882000,2016-02-18 14:50:32.919727,2016-02-18 14:50:32.919727
06fc92f4-3cac-48d2-a5b8-6cae14029055,"ph:7.83570,ec:55151.98047,tds:29782.06836,pss:36.54200,c:24.62500",30003a001247343330343136,2016-02-18 16:30:53.269000,2016-02-18 16:30:53.301276,2016-02-18 16:30:53.301276
732e46be-c487-4d0b-b71a-7d389b5e3281,"ph:7.91160,ec:55287.10156,tds:29855.03516,pss:36.64900,c:24.93750",30003a001247343330343136,2016-02-18 09:20:38.304000,2016-02-18 09:20:38.345480,2016-02-18 09:20:38.345480
d7f52c4b-1501-4c6c-9f7c-1e47cb530349,"ph:7.87700,ec:55277.28906,tds:29849.73633,pss:36.64000,c:24.74375",30003a001247343330343136,2016-02-18 11:34:53.328000,2016-02-18 11:34:53.352822,2016-02-18 11:34:53.352822
c646d860-3ccb-43ae-9bf5-c1ae29356f25,"ph:7.85520,ec:55287.12891,tds:29855.04883,pss:36.64300,c:24.53750",30003a001247343330343136,2016-02-18 13:35:33.940000,2016-02-18 13:35:33.966706,2016-02-18 13:35:33.966706
8f7695aa-8418-45fb-96b9-8b0307e66219,"ph:7.83850,ec:55379.49219,tds:29904.92383,pss:36.71100,c:24.37500",30003a001247343330343136,2016-02-18 15:10:37.007000,2016-02-18 15:10:37.204816,2016-02-18 15:10:37.204816
067c0318-6933-4baf-aaa4-c010382634fb,"ph:7.85110,ec:55347.72656,tds:29887.77148,pss:36.68800,c:24.50000",30003a001247343330343136,2016-02-18 13:50:20.740000,2016-02-18 13:50:20.799209,2016-02-18 13:50:20.799209
1fb82653-64a1-4b88-bc0e-577960d05041,"ph:7.84680,ec:55363.12891,tds:29896.08984,pss:36.69900,c:24.43750",30003a001247343330343136,2016-02-18 14:20:26.966000,2016-02-18 14:20:27.005032,2016-02-18 14:20:27.005032
2926f8ac-63ed-46ad-a0d1-1ea2972f5870,"ph:7.83310,ec:55419.92969,tds:29926.76172,pss:36.74000,c:24.41250",30003a001247343330343136,2016-02-18 15:25:40.071000,2016-02-18 15:25:40.106679,2016-02-18 15:25:40.106679
5668b44c-f008-420e-acff-50a26d93a1e4,"ph:7.84870,ec:55096.46875,tds:29752.09375,pss:36.50500,c:24.81250",30003a001247343330343136,2016-02-18 17:11:01.451000,2016-02-18 17:11:01.480786,2016-02-18 17:11:01.480786
b5009eec-86cb-4f84-85eb-f707551d9a54,"ph:7.84570,ec:55335.28125,tds:29881.05078,pss:36.67800,c:24.43750",30003a001247343330343136,2016-02-18 14:30:28.882000,2016-02-18 14:30:28.915948,2016-02-18 14:30:28.915948
7b1c3bed-11f1-4147-8940-278d949ce11d,"ph:7.82680,ec:55136.34375,tds:29773.62695,pss:36.52900,c:24.50000",30003a001247343330343136,2016-02-18 16:00:47.202000,2016-02-18 16:00:47.232658,2016-02-18 16:00:47.232658
4d1cea4c-70f4-4a2e-b245-586e9da4b157,"ph:7.82750,ec:55104.38672,tds:29756.36719,pss:36.50600,c:24.53125",30003a001247343330343136,2016-02-18 16:05:48.204000,2016-02-18 16:05:48.235378,2016-02-18 16:05:48.235378
c13d0cc2-d9d7-4720-9bfb-d3d7bd6f055a,"ph:7.88370,ec:55228.75391,tds:29823.52539,pss:36.60200,c:24.78125",30003a001247343330343136,2016-02-18 11:04:47.103000,2016-02-18 11:04:47.129277,2016-02-18 11:04:47.129277
0be2a034-26c8-4c0a-93a7-418a3c8b3b51,"ph:7.84460,ec:55326.49219,tds:29876.30469,pss:36.67000,c:24.41875",30003a001247343330343136,2016-02-18 14:45:46.905000,2016-02-18 14:45:46.947253,2016-02-18 14:45:46.947253
bc85364e-bb07-483c-9e27-10b0f5f37056,"ph:7.83960,ec:55075.24609,tds:29740.63281,pss:36.48800,c:24.68750",30003a001247343330343136,2016-02-18 16:40:55.290000,2016-02-18 16:40:55.323514,2016-02-18 16:40:55.323514
a14bace7-231e-4203-b4e9-dfa3e66a646e,"ph:7.87080,ec:55282.89453,tds:29852.76563,pss:36.64100,c:24.68750",30003a001247343330343136,2016-02-18 11:59:58.375000,2016-02-18 11:59:58.410553,2016-02-18 11:59:58.410553
118aa06d-e0e6-4ea3-9797-b6dc61daa13d,"ph:7.86780,ec:55260.19922,tds:29840.50781,pss:36.62400,c:24.66250",30003a001247343330343136,2016-02-18 12:25:03.416000,2016-02-18 12:25:03.440544,2016-02-18 12:25:03.440544
16ddee77-b34a-4fd1-810d-b8b44fd703a3,"ph:7.86620,ec:55300.18359,tds:29862.09766,pss:36.65500,c:24.63125",30003a001247343330343136,2016-02-18 12:30:04.422000,2016-02-18 12:30:04.450193,2016-02-18 12:30:04.450193
aa6aa658-f89d-48dd-85af-b4d42361bbc2,"ph:7.88820,ec:55312.34766,tds:29868.66602,pss:36.66600,c:24.81250",30003a001247343330343136,2016-02-18 10:40:54.607000,2016-02-18 10:40:54.648889,2016-02-18 10:40:54.648889
e478447e-ee34-456d-89e8-88eb5d16d003,"ph:7.87380,ec:55286.48828,tds:29854.70117,pss:36.64600,c:24.71875",30003a001247343330343136,2016-02-18 11:44:55.259000,2016-02-18 11:44:55.310816,2016-02-18 11:44:55.310816
d322baf7-e8fa-458f-8793-71d4cae3a114,"ph:7.87140,ec:55305.72656,tds:29865.09180,pss:36.66000,c:24.70625",30003a001247343330343136,2016-02-18 11:49:56.261000,2016-02-18 11:49:56.297197,2016-02-18 11:49:56.297197
d5b236b1-584a-4924-b688-49b450834590,"ph:7.83180,ec:55060.05078,tds:29732.42578,pss:36.47500,c:24.61250",30003a001247343330343136,2016-02-18 16:20:51.334000,2016-02-18 16:20:51.368857,2016-02-18 16:20:51.368857
bc332898-56ed-4bba-acda-3c1906cee162,"ph:7.86230,ec:55300.28906,tds:29862.15430,pss:36.65600,c:24.62500",30003a001247343330343136,2016-02-18 12:40:06.423000,2016-02-18 12:40:06.453684,2016-02-18 12:40:06.453684
02f531ad-056b-48ec-b197-ad2f58fbaa5d,"ph:7.85880,ec:55307.49609,tds:29866.04688,pss:36.65900,c:24.56250",30003a001247343330343136,2016-02-18 13:10:12.613000,2016-02-18 13:10:12.662534,2016-02-18 13:10:12.662534
d5c5326c-2243-4079-b3a8-d843a0799c39,"ph:7.85160,ec:55281.67188,tds:29852.10156,pss:36.64000,c:24.50000",30003a001247343330343136,2016-02-18 14:00:22.839000,2016-02-18 14:00:22.901884,2016-02-18 14:00:22.901884
3be440a2-b6e9-4e0b-b63e-4b411bae1e9c,"ph:7.92780,ec:55145.68750,tds:29778.66992,pss:36.54200,c:24.87500",30003a001247343330343136,2016-02-18 19:31:29.961000,2016-02-18 19:31:29.991693,2016-02-18 19:31:29.991693
5775b05d-7285-4ba9-84c0-82f1f741fa90,"ph:7.87420,ec:55244.17188,tds:29831.85156,pss:36.61500,c:24.74375",30003a001247343330343136,2016-02-18 11:39:54.308000,2016-02-18 11:39:54.335519,2016-02-18 11:39:54.335519
64015a88-6252-433b-bf4b-e9e098749d42,"ph:7.86370,ec:55056.67969,tds:29730.60547,pss:36.47600,c:24.87500",30003a001247343330343136,2016-02-18 17:36:06.713000,2016-02-18 17:36:06.750730,2016-02-18 17:36:06.750730
3f1434ed-3bd7-4d91-962b-a687c89bc1bb,"ph:7.84980,ec:55335.23828,tds:29881.02734,pss:36.67800,c:24.47500",30003a001247343330343136,2016-02-18 14:10:24.782000,2016-02-18 14:10:24.811236,2016-02-18 14:10:24.811236
fdd49b7e-4dac-47cf-b753-ec220babeaf5,"ph:7.88450,ec:55266.47266,tds:29843.89453,pss:36.63400,c:24.81250",30003a001247343330343136,2016-02-18 10:59:46.089000,2016-02-18 10:59:46.136288,2016-02-18 10:59:46.136288
462a2482-9dba-4e0e-94d5-4cdb3b30de4d,"ph:7.86230,ec:55327.73438,tds:29876.97461,pss:36.67400,c:24.61875",30003a001247343330343136,2016-02-18 12:55:09.551000,2016-02-18 12:55:09.580730,2016-02-18 12:55:09.580730
8aefa4ab-8be2-4260-8942-fea29052574f,"ph:7.85120,ec:55398.75781,tds:29915.32813,pss:36.72800,c:24.48750",30003a001247343330343136,2016-02-18 14:05:23.794000,2016-02-18 14:05:23.838696,2016-02-18 14:05:23.838696
144c14cf-8c11-41e7-894e-bd50d7777a69,"ph:7.83220,ec:55153.01172,tds:29782.62695,pss:36.54200,c:24.44375",30003a001247343330343136,2016-02-18 15:45:44.176000,2016-02-18 15:45:44.202894,2016-02-18 15:45:44.202894
cd5e670c-2ff7-4eec-b0b8-45be524d1ab4,"ph:7.86210,ec:55099.44922,tds:29753.70117,pss:36.50900,c:24.87500",30003a001247343330343136,2016-02-18 17:31:05.521000,2016-02-18 17:31:05.545320,2016-02-18 17:31:05.545320
2fbc34c2-6ce1-447c-8995-66ce6abe5775,"ph:7.85390,ec:55340.77734,tds:29884.01953,pss:36.68400,c:24.50625",30003a001247343330343136,2016-02-18 13:40:18.705000,2016-02-18 13:40:18.755894,2016-02-18 13:40:18.755894
f8a728bf-99f5-45d1-be36-dc9221e2b451,"ph:7.83190,ec:55462.45313,tds:29949.72266,pss:36.77100,c:24.44375",30003a001247343330343136,2016-02-18 15:35:42.066000,2016-02-18 15:35:42.092673,2016-02-18 15:35:42.092673
37b9ddb7-2a17-4a4e-9c1c-db46f83fc454,"ph:8.09800,ec:55100.90625,tds:29754.48633,pss:36.50900,c:24.92500",30003a001247343330343136,2016-02-18 20:51:46.275000,2016-02-18 20:51:46.296332,2016-02-18 20:51:46.296332
59608a57-85e5-4ef0-9230-d65b2c79003a,"ph:8.10170,ec:55121.50000,tds:29765.60742,pss:36.52500,c:24.89375",30003a001247343330343136,2016-02-18 21:11:50.338000,2016-02-18 21:11:50.363728,2016-02-18 21:11:50.363728
6fb9187f-b176-433b-a001-c3ca8df493a5,"ph:8.10260,ec:55113.49219,tds:29761.28516,pss:36.51900,c:24.91250",30003a001247343330343136,2016-02-18 21:41:56.365000,2016-02-18 21:41:56.404004,2016-02-18 21:41:56.404004
f935aced-4b5e-4b22-9149-c607c739c5f8,"ph:7.83060,ec:55352.64453,tds:29890.42773,pss:36.69100,c:24.43750",30003a001247343330343136,2016-02-18 15:30:41.045000,2016-02-18 15:30:41.078306,2016-02-18 15:30:41.078306
20a86ae4-b0c8-4210-ae3f-2b1f5caa3ddb,"ph:7.84780,ec:55108.47656,tds:29758.57422,pss:36.51300,c:24.75000",30003a001247343330343136,2016-02-18 17:06:00.380000,2016-02-18 17:06:00.406494,2016-02-18 17:06:00.406494
82a1c447-a972-4643-82e1-031f3cf0ef4a,"ph:7.88650,ec:55049.15625,tds:29726.54492,pss:36.47100,c:24.87500",30003a001247343330343136,2016-02-18 18:16:15.269000,2016-02-18 18:16:15.294710,2016-02-18 18:16:15.294710
639ba118-c39f-4081-9613-f6ad7b714e7f,"ph:7.91500,ec:55111.53906,tds:29760.23047,pss:36.51700,c:24.87500",30003a001247343330343136,2016-02-18 19:06:24.872000,2016-02-18 19:06:24.903266,2016-02-18 19:06:24.903266
6442889d-e0e7-4e74-ae2f-464bf8678f07,"ph:8.11740,ec:55119.64844,tds:29764.60938,pss:36.52500,c:24.93750",30003a001247343330343136,2016-02-18 23:02:12.665000,2016-02-18 23:02:12.695641,2016-02-18 23:02:12.695641
5cf88355-d95c-4801-905e-f41079667af7,"ph:7.87060,ec:55285.80469,tds:29854.33203,pss:36.64300,c:24.68750",30003a001247343330343136,2016-02-18 12:10:00.405000,2016-02-18 12:10:00.434397,2016-02-18 12:10:00.434397
abbc10a8-acb5-4480-a518-43d249952eb8,"ph:8.09480,ec:55154.16406,tds:29783.24805,pss:36.54900,c:24.88750",30003a001247343330343136,2016-02-18 20:31:49.367000,2016-02-18 20:31:49.391944,2016-02-18 20:31:49.391944
3b689ca2-a903-48da-a6a5-913401be98b3,"ph:8.09560,ec:55115.60156,tds:29762.42578,pss:36.52100,c:24.88125",30003a001247343330343136,2016-02-18 20:36:43.170000,2016-02-18 20:36:43.191264,2016-02-18 20:36:43.191264
